id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id
775369884,BIO_03_DIVES_20240323_155600.WAV,Bio_3,2024,3,23,15,58,Amazona albifrons,Simple Call,50.965333333333334,52.29866666666667,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024667,0.18588416519047718,56007
775369885,BIO_03_DIVES_20240323_155600.WAV,Bio_3,2024,3,23,15,59,Amazona albifrons,Simple Call,26.608,27.941333333333333,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024668,0.19712085501657017,56007
775369886,BIO_03_DIVES_20240323_155600.WAV,Bio_3,2024,3,23,16,0,Amazona albifrons,Simple Call,9.557333333333334,10.890666666666666,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024669,0.20209950590847897,56007
775369887,BIO_03_DIVES_20240323_170600.WAV,Bio_3,2024,3,23,17,6,Amazona albifrons,Simple Call,39.434666666666665,40.768,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024671,0.21696969358357301,56007
775369888,BIO_03_DIVES_20240323_170600.WAV,Bio_3,2024,3,23,17,7,Amazona albifrons,Simple Call,14.24,15.573333333333334,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024672,0.16948498441481835,56007
775369889,BIO_03_DIVES_20240323_170600.WAV,Bio_3,2024,3,23,17,8,Amazona albifrons,Simple Call,45.264,46.59733333333333,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024673,0.17294904318856635,56007
775369890,BIO_03_DIVES_20240323_170600.WAV,Bio_3,2024,3,23,17,9,Amazona albifrons,Simple Call,3.936,5.269333333333333,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024674,0.20687304800791897,56007
775369891,BIO_03_DIVES_20240323_170600.WAV,Bio_3,2024,3,23,17,10,Amazona albifrons,Simple Call,4.8213333333333335,6.1546666666666665,1031.25,23062.5,24000,not present,https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024675,0.22413897600469893,56007
775369892,BIO_03_DIVES_20240323_154900.WAV,Bio_3,2024,3,23,15,49,Amazona albifrons,Simple Call,10.432,11.765333333333333,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024676,0.16187780748458633,56007
775369893,BIO_03_DIVES_20240323_154900.WAV,Bio_3,2024,3,23,15,50,Amazona albifrons,Simple Call,44.016,45.349333333333334,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024677,0.11882593788462342,56007
775369894,BIO_03_DIVES_20240323_154900.WAV,Bio_3,2024,3,23,15,51,Amazona albifrons,Simple Call,57.050666666666665,58.384,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024678,0.14126194022914298,56007
775369895,BIO_03_DIVES_20240323_154900.WAV,Bio_3,2024,3,23,15,52,Amazona albifrons,Simple Call,6.474666666666667,7.808,1031.25,23062.5,24000,(not validated),https://arbimon.org/legacy-api/project/birds-in-mexico/recordings/download/177024679,0.11818578481513223,56007
